c,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,
,,MÁI NĂNG LƯỢNG MẶT TRỜI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,I,HỒ SƠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA/QC-Hồng ,,BV thiết kế thi công hoàn chỉnh ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đề xuất A .Sỹ mời Nhà thầu NLMT để cùng TVTK ra dc bản vẽ thi công,
QS,,Lập HS chào thầu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pur,,Tìm nhà thầu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Vân,,Phát hành HS thầu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Sỹ,,Chốt thầu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QS,,"Lập bộ hợp đồng (HĐ, Bảng tiến độ, BV)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Vân - QC,,Hồ sơ pháp lý nhà thầu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,II ,TRIỂN KHAI THI CÔNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Tuyến đường số 1, B=7.5m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Trắc đạt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tạo khuông đường ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lớp đất sỏi đồi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn k98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp cấp phối đá dăm loại 1, dày 20cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn k98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp bê tông dày 22cm, mác 350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp bê tông hoàn thiện tạo màu, dày 3cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tuyến đường số 1A B=12.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tạo khuông đường ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lớp đất sỏi đồi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn k98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp cấp phối đá dăm loại 1, dày 20cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn k98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lập dự toán khối lượng vật tư,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp bê tông dày 22cm, mác 350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp bê tông hoàn thiện tạo màu, dày 3cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tuyến đường số 4 B=3.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tuyến đường số 6 B=3.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tuyến đường số 8 B=3.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nguyễn Văn Long,,Tuyến đường số 10 B=3.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tạo khuông đường ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lớp sỏi đồi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đắp đất đồi đường số 10 đoạn nút giao số 5 đến cọc số 29 chưa thi công. Vì chờ triển khai thi công phần móng hạng mục BOH.,
,,Lu lèn K98,,2 ngày,09/03/2026,10/03/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp cấp phối đá dăm loại 1, đoạn B=12m dày 20cm, B=3.5m dày 15cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn K98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lớp bê tông,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lớp hoàn thiện ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nguyễn Văn Long,,Tuyến đường số 10 B=12m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tạo khuông đường ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lớp đất sỏi đồi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đắp đất đồi đường số 10 đoạn cọc 13 đến nút giao số 5 đến chưa thi công. Vì chờ triển khai thi công phần móng hạng mục BOH.,
,,Lu lèn K98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp cấp phối đá dăm loại 1, dày 20cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn k98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp bê tông dày 22cm, mác 350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp bê tông hoàn thiện tạo màu, dày 3cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tuyến đường số 11 B=3.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tuyến đường số 12 B=3.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lớp sỏi đồi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn K98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp cấp phối loại 1, dày 15cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn K98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp bê tông 17cm, mác 350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp vữa xi măng M100, dày 2cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp hoàn thiện đá cubic, dày 5cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tuyến đường số 13 B=3.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lớp sỏi đồi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn K98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp cấp phối loại 1, dày 15cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn K98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp bê tông 17cm, mác 350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp vữa xi măng M100, dày 2cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp hoàn thiện đá cubic, dày 5cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Tuyến đường số 14A và số 14B, B=3.5m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lớp sỏi đồi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn K98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp cấp phối loại 1, dày 15cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn K98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp bê tông 17cm, mác 350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp vữa xi măng M100, dày 2cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp hoàn thiện đá cubic, dày 5cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tuyến đường số 15 B=3.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lớp sỏi đồi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn K98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp cấp phối loại 1, dày 15cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn K98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp bê tông 17cm, mác 350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp vữa xi măng M100, dày 2cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp hoàn thiện đá cubic, dày 5cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tuyến đường số 16 B=3.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tuyến đường số 17 B=3.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San lấp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lớp sỏi đồi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn K98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp cấp phối loại 1, dày 15cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn K98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp bê tông 17cm, mác 350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp vữa xi măng M100, dày 2cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp hoàn thiện đá cubic, dày 5cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tuyến đường số 18 B=3.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lớp bê tông,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lớp hoàn thiện ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San lấp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lớp sỏi đồi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn K98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp cấp phối loại 1, dày 15cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn K98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp bê tông 17cm, mác 350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp vữa xi măng M100, dày 2cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp hoàn thiện đá cubic, dày 5cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tuyến đường số 18A B=4.0m - 11.19m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tuyến đường số 19 B=3.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Đào khuôn đường,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San lấp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn K98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp cấp phối loại 1, dày 15cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lu lèn K98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp bê tông 17cm, mác 350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp vữa xi măng M100, dày 2cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lớp hoàn thiện đá cubic, dày 5cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tuyến đường số 21 B=4.0m - 11.19m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tuyến đường số 22 (Đường dạo) B=3.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tuyến đường số 23 (Đường dạo) B=3.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GÓI THẦU KÈ CHẮN 2 LỚP Tường chắn taluy dương đường 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,I,HỒ SƠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA/QC-Hồng ,,BV thiết kế thi công hoàn chỉnh ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QS,,Lập HS chào thầu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pur,,Tìm nhà thầu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Vân,,Phát hành hồ sơ chào thầu Hạng mục kè 2 lớp( 3 nhà thầu tham gia),,6 ngày,16/05/2026,22/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Nhận hồ sơ dự thầu hạng mục kè 2 lớp,,7 ngày,22/05/2026,08/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trọng Hiếu,,Đánh giá phần giá trị HSMT,,1 ngày,10/06/2026,10/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,
Mr. Sỹ,,trình Chốt thầu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QS,,"Lập bộ hợp đồng (HĐ, Bảng tiến độ, BV)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Vân - QC,,Hồ sơ pháp lý nhà thầu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Kè và Cầu tàu (  Bê Tông 3 chấu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Cầu giao thông khu nhà WATER VILLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Vân,,"Chào thầu: 05 đơn vị ( DH XD Miền Trung (không tham gia), , Cty Hydrotech (không tham gia), 
Nhựa Tiền Phong ( không tham gia), Nhựa Stroman, Kiến Thịnh Pool.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,II,KHU HOA VÀNG TRÊN CỎ XANH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GÓI THẦU HẠ TẦNG KT ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,I,HỒ SƠ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Hồng ,,BVTK kỹ thuật thi công ,Có đầy đủ bản in và file mềm,5 NGÀY,20/03/2026,24/03/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Ánh đã cập nhật file mềm lên Drive . Bản cứng H.Vân đang lưu,
,,Đã nhận 01 bộ BV file cứng và file mềm. Đang yc Nhà thầu cung cấp thêm 02 bộ bản cứng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ái Vân ,,Tìm nhà thầu tham dự gói thầu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Hiếu,,"Lập HS mời thầu thi công kết cấu và hoàn thiện thô: Hạng mục 02, 3&4, 6,7,7A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Hiếu,,"So Sánh đơn giá dự thầu của các nhà thầu Hạng mục 02, 3&4, 6,7,7A",,4 ngày,17/03/2026,20/03/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Vân ,,Đã nhận bản vẽ kỹ thuật thi công F5 (file cứng 3 bộ) Mr. Hồng giữ 2 bộ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Phát hành HS chào thầu lần 2 ( nhận đủ hồ sơ 3 nhà thầu),cập nhật ngày gửi ngày nhận ,,23/03/2026,27/03/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhận đủ hồ sơ dự thầu ,
,,"Nhận hồ sơ thi công kết cấu và hoàn thiện thô: Hạng mục 02, 3&4, 6,7,7A.: 03 đơn vị nộp 
( Thái Minh Hải & Kiến Vàng, Gia tiến) đã nộp BLDT",,,23/03/2026,27/3/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nhà thầu Thái Minh Hải và Kiến Vàng, . Gia Tiến, Kiến Thịnh Pool ( HM 3&4 và 6) đã nộp hồ sơ. ",
Mr. Hồng ,,Đánh giá HS năng lực,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Hiếu,,Đánh giá dự toán khối lượng ,,4 ngày,17/03/2026,20/03/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Sỹ ,,Chốt thầu- hợp đồng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA/QC-Hồng ,,BV thiết kế thi công hoàn chỉnh ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QS,,Lập HS chào thầu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pur,,Tìm nhà thầu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Vân,,"Phát hành hồ sơ chào thầu gói thầu “thi công kết cấu hạ tầng khu hoa vàng cỏ xanh gồm: mương thoát nước mưa, đường đi dạo
 khu hoa vàng cỏ xanh, đường đi dạo biển gành ông, bể nước, bể trung hòa nước mưa",,6 ngày,16/05/2026,22/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Thời gian nhận hồ sơ dự thầu gói thầu “thi công kết cấu hạ tầng khu hoa vàng cỏ xanh gồm: mương thoát nước
 mưa, đường đi dạo khu hoa vàng cỏ xanh, đường đi dạo biển gành ông, bể nước, bể trung hòa nước mưa:
Đã nhận đủ 3 đơn vị",,7 ngày,22/05/2026,08/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trọng Hiếu,,Đánh giá phần giá trị HSMT,,1 ngày,10/06/2026,10/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,
Mr. Sỹ,,trình Chốt thầu ,Chờ chốt thầu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QS,,"Lập bộ hợp đồng (HĐ, Bảng tiến độ, BV)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Vân - QC,,Hồ sơ pháp lý nhà thầu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trọng Hiếu
tronghieushdk@gmail.com",,"Lập hồ sơ gói thầu gồm các hạng mục : các con đường thuộc khu HVCX, Đường dạo
 biển xung quanh chân Gành Ông kết nối từ hàng rào phía Bãi súng đến Beach Clup, hệ thống 
mương ( hở, kín, rảnh cắt nước, cống ) thoát nước và các hố ga trung chuyển, tự thấm liên quan
 thuộc khu HVCX + Kè 2 lớp + 2 hồ chưa nước ","Lập lại HSCT có thêm các HM mới, bảng KL mời thầu ko thấy mục rảnh cắt nước kể cả rảnh cắt nc Trình đề xuát thêm",2 ngày,07/05/2026,08/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,
Trọng Hiếu,,"Gói thầu các bãi xe P1,P2,P3, bãi xe nhân viên cụm BOH, nút giao vòng xoay",tiến hành khi xong phần kết cấu Khu HVCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đã xong HSMT gửi anh Sỹ ngày 07/05/2026,
Mr Mãnh ,,TRIỄN KHAI THI CÔNG ,,18 ngày,30/03/2026,16/04/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Đường dạo biển (Trên mặt đá Gành Ông),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tạo khuôn & đắp đất đồi nền đường N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80%,hoàn thành cơ bản thô,
,,Tạo khuôn & đắp đất đồi nền đường N6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70%,hoàn thành cơ bản thô,
,,Tạo khuôn & đắp đất đồi nền đường N3; N5; N7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70%,hoàn thành cơ bản thô,
,,San lấp mặt bằng các bãi trồng cỏ khu HVCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,hoàn thành cơ bản thô,
,,"GÓI THẦU HM: 1,2,3&4,5,6,7,7A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,I,HỒ SƠ PHẦN THÔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA/QC-Hồng ,,BV thiết kế thi công hoàn chỉnh ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QS,,Lập HS chào thầu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pur,,Tìm nhà thầu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Vân,,Phát hành HS thầu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Sỹ,,Chốt thầu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QS,,"Lập bộ hợp đồng (HĐ, Bảng tiến độ, BV)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Vân - QC,,Hồ sơ pháp lý nhà thầu : Chưa đầy đủ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trọng Hiếu,,Tính khối lượng kết cấu và hoàn thiện thô chào thầu HM01 + HM05,,1 Ngày,24/04/2026,24/04/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trọng Hiếu,,Tính khối lượng hoàn thiện tinh chào thầu HM01 + HM05,Đàm phán giá ,1 Ngày,28/04/2026,28/04/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trọng Hiếu,,Tính khối lượng hoàn thiện tinh chào thầu HM02,,3 Ngày,29/04/2026,05/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,Đã gửi thiết kế F5 các thắc mắc =>Đã tính xong theo phản hồi từ thiết kế (bổ sung bản vẽ fitout),
,,HỒ SƠ PHẦN HOÀN THIỆN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trọng Hiếu,,Tính khối lượng hoàn thiện tinh chào thầu HM03&04,"Lập HSCT hoàn thiện cho các HM 1,2,3&4,5,6,7,7A",4 Ngày,12/05/2026,16/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30%,Dừng tính từ ngày 14/05/2026 chuyển qua tính HM12 theo yêu cầu anh Sỹ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Hồ sơ pháp lý & Quyết định thành lập BCH công trường  nhà thầu nhận ngày 23/04/2026 đã chuyển Mr.Hồng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Vân,,"Phát hành hồ sơ mời thầu kết cấu và hoàn thiện phần gỗ HM07, 7A",Chưa chọn đc loại gỗ ,14 ngày,22/05/2026,05/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Hợp đồng thi công số 07/2026/HĐXD/SX-TMH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HD Thi Cong 07.2026_HĐXD_SV-TMH_Rev01.pdf,
,,Biên bản bàn giao mốc tọa độ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bien ban ban giao mat bang hm 2-7A TMH.pdf,
,,QUYẾT ĐỊNH THÀNH LẬP BAN CHCT và SƠ ĐỒ TỔ CHỨC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"CO, CQ vật liệu đầu vào nhà thầu đã trình ngày 11/05/2026 bàn giao Mr. Hồng  bb giao nhân TMH ngày 11.05.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Biện pháp thi công Hm 02,03,4,6,7,7A đã chuyển Mr. Hồng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Lam,,Bàn giao mặt bằng và mốc khống chế,,,23/04/2026,23/04/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Kết hợp với nhà thầu triển khai tăng dày mốc khống chế thi công và xác nhận cao độ hiện trạng,,3 ngày,06/05/2026,08/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Hồng,,"Trộn thừ M150-M400, w8 + M300 SP2 + M400 SP 2 : test thử trước khi đưa vào thi 
công. tại tram Hổng Phúc và TKD",báo cáo kết quả ,1 ngày,13/05/2026,13/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Nén mẫu thữ 7 ngày của mẫu đúc ngày 13/5 
tram Hổng Phúc : ko Đạt ( đã báo nhà thầu ko lấy bê tông từ M200-M400)
                        trạm TKD : Đạt Mác be tông, đang chờ 28 ngày thử thấm",,1 ngày,20/05/2026,20/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Thiết kế cấp phối bê tông M400, w8 + M400 w4 : trộn thử tại Trạm NBM : chờ KQ nén 7 ngày ( 01/6 nén mẫu này)",,2 ngày,22/05/2026,23/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
